MarkerID,AlleleID,AlleleTag,Design_chr,Design_pos,Is_coord_marker,Rank,Reads,Share_pct,Hit_chr,Hit_start,Hit_end,Percent_identity,Evalue,Alignment_len,Query_len,Query_cov_pct,Hit_mid,PosKey,Coverage_pass,TopTieUniquePos,Ref_chr,Ref_start,Ref_end,Best_hit_category,Off_target_hits
REN11_Chr15__13735991-13736101_000000056,REN11_Chr15__13735991-13736101_000000056|AltMatch_0003:rank=3:reads=131565:share=4.41%,AltMatch_0003,REN11,,False,3.0,131565.0,4.41,chr15,13674646,13674754,97.248,4.0999999999999995e-48,109,109,100,13674700,chr15:13674646-13674754,True,1,chr15,13735938.0,13736045.0,Putative_paralog,2
REN11_Chr15__13735991-13736101_000000056,REN11_Chr15__13735991-13736101_000000056|AltMatch_0004:rank=6:reads=70000:share=2.34%,AltMatch_0004,REN11,,False,6.0,70000.0,2.34,chr15,13674646,13674754,96.33,1e-45,109,109,100,13674700,chr15:13674646-13674754,True,1,chr15,13735938.0,13736045.0,Putative_paralog,2
REN11_Chr15__13735991-13736101_000000056,REN11_Chr15__13735991-13736101_000000056|AltMatch_0017:rank=23:reads=5598:share=0.19%,AltMatch_0017,REN11,,False,23.0,5598.0,0.19,chr15,13674646,13674754,96.33,1e-45,109,109,100,13674700,chr15:13674646-13674754,True,1,chr15,13735938.0,13736045.0,Putative_paralog,2
REN11_Chr15__13735991-13736101_000000056,REN11_Chr15__13735991-13736101_000000056|AltMatch_0045:rank=59:reads=539:share=0.02%,AltMatch_0045,REN11,,False,59.0,539.0,0.02,chr15,13674646,13674754,96.33,1e-45,109,109,100,13674700,chr15:13674646-13674754,True,1,chr15,13735938.0,13736045.0,Putative_paralog,2
REN11_Chr15__13735991-13736101_000000056,REN11_Chr15__13735991-13736101_000000056|AltMatch_0058:rank=74:reads=307:share=0.01%,AltMatch_0058,REN11,,False,74.0,307.0,0.01,chr15,13674646,13674754,96.33,1e-45,109,109,100,13674700,chr15:13674646-13674754,True,1,chr15,13735938.0,13736045.0,Putative_paralog,2
REN11_Chr15__13735991-13736101_000000056,REN11_Chr15__13735991-13736101_000000056|AltMatch_0059:rank=82:reads=206:share=0.01%,AltMatch_0059,REN11,,False,82.0,206.0,0.01,chr15,13674646,13674754,96.33,1e-45,109,109,100,13674700,chr15:13674646-13674754,True,1,chr15,13735938.0,13736045.0,Putative_paralog,2
REN11_Chr15__13735991-13736101_000000056,REN11_Chr15__13735991-13736101_000000056|AltMatch_0060:rank=103:reads=99:share=0.00%,AltMatch_0060,REN11,,False,103.0,99.0,0.0,chr15,13674646,13674754,96.33,1e-45,109,109,100,13674700,chr15:13674646-13674754,True,1,chr15,13735938.0,13736045.0,Putative_paralog,2
REN11_Chr15__13735991-13736101_000000056,REN11_Chr15__13735991-13736101_000000056|AltMatch_0061:rank=7:reads=30214:share=1.01%,AltMatch_0061,REN11,,False,7.0,30214.0,1.01,chr15,13674646,13674754,96.33,1e-45,109,109,100,13674700,chr15:13674646-13674754,True,1,chr15,13735938.0,13736045.0,Putative_paralog,2
REN11_Chr15__13735991-13736101_000000056,REN11_Chr15__13735991-13736101_000000056|AltMatch_0062:rank=54:reads=636:share=0.02%,AltMatch_0062,REN11,,False,54.0,636.0,0.02,chr15,13674650,13674754,97.143,1e-45,105,109,96,13674702,chr15:13674650-13674754,True,1,chr15,13735938.0,13736045.0,Putative_paralog,2
REN11_Chr15__13735991-13736101_000000056,REN11_Chr15__13735991-13736101_000000056|AltMatch_0063:rank=57:reads=561:share=0.02%,AltMatch_0063,REN11,,False,57.0,561.0,0.02,chr15,13674646,13674754,96.33,1e-45,109,109,100,13674700,chr15:13674646-13674754,True,1,chr15,13735938.0,13736045.0,Putative_paralog,2
